Time,PositionX,PositionY,PositionZ,OrientationX,OrientationY,OrientationZ,OrientationW
0.8527322,2.116713,2.072215,5.508347,0.03892665,-0.6215463,0.02447653,-0.7820268
0.8629317,2.116681,2.072186,5.508327,0.03889878,-0.6215364,0.02449027,-0.7820356
0.8744656,2.11668,2.07219,5.508328,0.03895229,-0.6215466,0.02440772,-0.7820274
0.8853352,2.116676,2.072198,5.508342,0.03893735,-0.6215931,0.02450544,-0.7819881
0.8964728,2.116746,2.072223,5.508405,0.03892342,-0.6215623,0.02443359,-0.7820156
0.9075309,2.116751,2.072248,5.508416,0.03889563,-0.6216612,0.02461794,-0.7819325
0.9186865,2.116719,2.072215,5.508388,0.03891911,-0.6215624,0.0245424,-0.7820123
0.9296158,2.1167,2.072253,5.508359,0.03891233,-0.6216268,0.02454843,-0.7819612
0.9412112,2.116686,2.072204,5.508366,0.03891786,-0.6215649,0.02452517,-0.7820109
0.9519088,2.116655,2.072184,5.508368,0.03887427,-0.6215352,0.02453126,-0.7820365
0.9631871,2.116675,2.072156,5.508388,0.03892652,-0.6215231,0.02453856,-0.7820432
0.9741022,2.116656,2.072117,5.508383,0.03893147,-0.6215566,0.02448693,-0.782018
0.9851949,2.11664,2.072134,5.508378,0.03889067,-0.6215017,0.02448187,-0.7820639
0.9964375,2.116645,2.072157,5.508389,0.03889928,-0.6215458,0.02448476,-0.7820283
1.007257,2.116715,2.072107,5.508392,0.03887512,-0.6215572,0.02455305,-0.7820182
1.018921,2.11672,2.07211,5.50839,0.03887263,-0.6216125,0.02453266,-0.781975
1.029567,2.116716,2.072126,5.508373,0.03884309,-0.6215575,0.02449169,-0.7820216
1.040634,2.116726,2.072144,5.508388,0.0388016,-0.6215693,0.02448718,-0.7820144
1.051903,2.116724,2.072114,5.508344,0.0388604,-0.6214887,0.02452637,-0.7820742
1.062957,2.116731,2.072117,5.508345,0.03883186,-0.6215373,0.02451417,-0.7820374
1.079135,2.116783,2.072141,5.508403,0.03883706,-0.6215663,0.02451348,-0.7820142
1.088719,2.116892,2.072158,5.508444,0.03879601,-0.6215517,0.0244667,-0.7820293
1.101227,2.116907,2.072147,5.508438,0.03876403,-0.6215053,0.02448346,-0.7820672
1.112868,2.116883,2.072137,5.508465,0.03880015,-0.6215521,0.02443578,-0.7820297
1.123647,2.116788,2.072081,5.508418,0.03876181,-0.6215801,0.02446312,-0.7820085
1.135009,2.116805,2.072053,5.508433,0.03886447,-0.6215178,0.0245002,-0.7820518
1.146003,2.116798,2.072059,5.508465,0.03890937,-0.6214936,0.02442718,-0.7820711
1.157109,2.116929,2.072086,5.508481,0.0386135,-0.6209315,0.02455235,-0.7825281
1.168174,2.11697,2.072078,5.508566,0.03782373,-0.6208643,0.02461205,-0.7826182
1.179102,2.117117,2.072095,5.508464,0.03741314,-0.6202638,0.02452482,-0.7831166
1.190384,2.117312,2.072122,5.508453,0.03733631,-0.6201169,0.02486606,-0.7832258
1.201787,2.117516,2.071975,5.508392,0.03861085,-0.6198809,0.0244809,-0.783363
1.212504,2.117637,2.072108,5.508182,0.0381421,-0.6192505,0.025464,-0.783853
1.223516,2.117763,2.071993,5.508254,0.03822184,-0.619431,0.0255393,-0.7837041
1.234562,2.117945,2.071872,5.508225,0.03814311,-0.6192198,0.02598321,-0.7838602
1.246105,2.118029,2.071938,5.508269,0.03738523,-0.6190768,0.02630309,-0.783999
1.257232,2.11801,2.071953,5.50834,0.03707162,-0.6194077,0.02630756,-0.7837523
1.267968,2.118073,2.071951,5.508396,0.0371819,-0.6197046,0.0265572,-0.783504
1.279251,2.117863,2.071956,5.508501,0.0366925,-0.6202798,0.02635638,-0.7830786
1.289924,2.117472,2.071883,5.508617,0.03776964,-0.6219383,0.02604408,-0.7817211
1.302594,2.117058,2.07187,5.508541,0.03931431,-0.621954,0.02580294,-0.7816405
1.312532,2.116663,2.071819,5.508545,0.0407484,-0.6223135,0.02486786,-0.7813112
1.323735,2.116126,2.071897,5.50862,0.04106001,-0.6229673,0.02356156,-0.7808141
1.334558,2.115682,2.071925,5.508639,0.04160284,-0.6227551,0.0222355,-0.7809935
1.345812,2.115529,2.072011,5.508639,0.04165006,-0.6226872,0.02084291,-0.7810836
1.357259,2.115573,2.072015,5.508659,0.04137775,-0.6227668,0.02035705,-0.7810474
1.368303,2.115673,2.072047,5.508535,0.04116923,-0.6224251,0.02070102,-0.7813217
1.379158,2.116035,2.072006,5.508429,0.04061726,-0.6218804,0.02154831,-0.7817613
1.3903,2.116405,2.071976,5.5083,0.0402009,-0.6213674,0.02298876,-0.7821496
1.401468,2.116901,2.071897,5.508233,0.03974939,-0.6208487,0.02472985,-0.7825314
1.412415,2.117234,2.071812,5.508226,0.03894116,-0.6205943,0.02586229,-0.7827372
1.423794,2.117527,2.071749,5.508226,0.03829014,-0.6204002,0.02679993,-0.7828916
1.4348,2.117739,2.071789,5.508235,0.03773541,-0.6205339,0.0269817,-0.7828063
1.445611,2.117883,2.071873,5.508263,0.03740493,-0.6208275,0.02675114,-0.7825974
1.456737,2.117798,2.07188,5.508365,0.03725673,-0.6213164,0.02651182,-0.7822245
1.468363,2.117661,2.071844,5.508464,0.03730573,-0.6215514,0.02622489,-0.782045
1.47924,2.117374,2.071842,5.508525,0.03804485,-0.6215001,0.02582117,-0.7820637
1.490187,2.117075,2.07185,5.508626,0.03888904,-0.6215715,0.0252441,-0.7819842
1.501158,2.116729,2.071796,5.508754,0.03964263,-0.621462,0.02442244,-0.7820594
1.512275,2.116374,2.071755,5.50878,0.04015749,-0.6214494,0.02348423,-0.782072
1.523813,2.116044,2.071824,5.508819,0.04074654,-0.6216586,0.02247215,-0.7819049
1.534666,2.115885,2.071929,5.508774,0.04099197,-0.6218862,0.02136203,-0.7817422
1.546329,2.115929,2.071977,5.508665,0.04107914,-0.6222621,0.02112643,-0.7814448
1.557002,2.115977,2.071928,5.508514,0.04093313,-0.6222655,0.02142498,-0.7814417
1.567801,2.116214,2.071875,5.508467,0.04087242,-0.6219684,0.02254992,-0.7816498
1.579628,2.116477,2.071786,5.508402,0.04071859,-0.6215103,0.02355988,-0.7819923
1.591052,2.116827,2.071749,5.508423,0.04006061,-0.621135,0.02458081,-0.782293
1.601164,2.117126,2.071751,5.50847,0.03920775,-0.6207969,0.025312,-0.7825812
1.612619,2.117385,2.071783,5.508566,0.03840962,-0.6207941,0.02577128,-0.782608
1.623325,2.11754,2.071811,5.508636,0.0378192,-0.6208457,0.02587124,-0.7825925
1.634391,2.117667,2.071883,5.508749,0.03740278,-0.6210098,0.02569671,-0.782488
1.645854,2.117708,2.07188,5.508735,0.03749616,-0.621259,0.02564694,-0.7822875
1.656723,2.117603,2.071877,5.50875,0.03780287,-0.6213115,0.02563001,-0.7822315
1.668606,2.117348,2.071785,5.508734,0.03862676,-0.6214731,0.02550238,-0.7820671
1.679326,2.117126,2.071775,5.508729,0.03910949,-0.6213771,0.02493382,-0.7821377
1.690307,2.117424,2.07184,5.509008,0.03886008,-0.6235325,0.02568039,-0.7804086
1.701463,2.117753,2.071764,5.509775,0.03952149,-0.6266245,0.02625324,-0.7778758
1.712121,2.117874,2.071592,5.510172,0.03733228,-0.6294466,0.02371734,-0.7757841
1.723567,2.11773,2.071152,5.510363,0.03464496,-0.6311706,0.02365871,-0.7745087
1.734481,2.117894,2.071162,5.510827,0.03158732,-0.6324334,0.02331093,-0.7736194
1.745574,2.11817,2.071483,5.511085,0.02869161,-0.6342159,0.02384799,-0.7722553
1.756989,2.118207,2.071637,5.511017,0.03041179,-0.6353841,0.0231122,-0.771251
1.767639,2.118328,2.07175,5.510812,0.02931375,-0.6353226,0.02206278,-0.7713748
1.779084,2.118706,2.071554,5.510492,0.03111688,-0.6342522,0.0253054,-0.7720852
1.78986,2.119134,2.071416,5.510047,0.0305318,-0.6327633,0.02718311,-0.7732655
1.801154,2.119432,2.071393,5.509562,0.03154636,-0.6316774,0.02897312,-0.7740472
1.812181,2.119711,2.071328,5.508893,0.03166565,-0.6301141,0.02850586,-0.7753328
1.823069,2.119989,2.07129,5.50839,0.03250981,-0.6290146,0.02793084,-0.7762111
1.834365,2.119986,2.071289,5.507953,0.03344343,-0.6273231,0.02786577,-0.7775415
1.845587,2.119771,2.071145,5.507811,0.03576871,-0.6252936,0.02760494,-0.7790805
1.856744,2.119603,2.071037,5.507807,0.03761782,-0.6235459,0.02802184,-0.7803782
1.867999,2.119433,2.071099,5.508041,0.03703696,-0.6208232,0.02688443,-0.7826136
1.879095,2.119245,2.071242,5.508169,0.03643185,-0.6182542,0.02501888,-0.7847347
1.889987,2.119104,2.07123,5.508434,0.03643212,-0.6153238,0.02249405,-0.7871107
1.90137,2.118917,2.071153,5.508549,0.03637609,-0.611531,0.02149453,-0.7900915
1.912555,2.118845,2.071007,5.508677,0.03717901,-0.6073501,0.02159506,-0.7932701
1.923529,2.118806,2.071065,5.508779,0.03792247,-0.6031901,0.02190066,-0.7963943
1.934219,2.118843,2.071216,5.508641,0.03680614,-0.5983838,0.02259555,-0.8000448
1.946461,2.118967,2.071341,5.508567,0.03553955,-0.5936483,0.02431411,-0.8035716
1.956816,2.119072,2.071275,5.50854,0.03468851,-0.5882862,0.02654256,-0.8074724
1.968755,2.11923,2.071139,5.508461,0.03308033,-0.5822073,0.02839991,-0.8118706
1.978874,2.11942,2.071228,5.508417,0.03115217,-0.5772988,0.03034617,-0.815374
1.99073,2.119874,2.07137,5.508036,0.03026985,-0.5709388,0.0300689,-0.8198833
2.000974,2.120222,2.071451,5.507708,0.03187197,-0.5650557,0.03006891,-0.8238884
2.012249,2.120625,2.071469,5.507492,0.03268481,-0.5605943,0.0288164,-0.8269434
2.02338,2.121145,2.071295,5.506966,0.0332689,-0.5548902,0.02787927,-0.8307905
2.034513,2.121709,2.071306,5.506444,0.03311446,-0.5488366,0.02881438,-0.8347763
2.045996,2.122145,2.071248,5.506035,0.03315005,-0.5425825,0.02815138,-0.8388759
2.05653,2.122559,2.071281,5.505596,0.03431527,-0.5365208,0.02839015,-0.842711
2.06756,2.123039,2.0714,5.505204,0.03483663,-0.530044,0.02962412,-0.8467362
2.079362,2.123585,2.071443,5.504859,0.03383174,-0.5242528,0.0303469,-0.8503491
2.089678,2.124124,2.071336,5.504507,0.03297094,-0.5188643,0.03063024,-0.8536713
2.100907,2.125133,2.071379,5.504287,-0.03215547,0.5136111,-0.03089965,0.8568634
2.112501,2.126261,2.071402,5.504173,-0.03063742,0.5084807,-0.03140467,0.859955
2.123295,2.127464,2.071484,5.504063,-0.02914483,0.503019,-0.03191078,0.8631942
2.134276,2.128934,2.071561,5.503996,-0.02792193,0.4972779,-0.03192807,0.866554
2.145605,2.130298,2.071508,5.503996,-0.02816224,0.4912385,-0.03287072,0.869949
2.15657,2.131729,2.071497,5.504143,-0.02884055,0.4851041,-0.03405572,0.8733169
2.167828,2.132937,2.071466,5.504182,-0.02896669,0.4783645,-0.03450496,0.877005
2.178835,2.13404,2.071458,5.504134,-0.0293291,0.4703264,-0.0346797,0.881323
2.189839,2.134911,2.071233,5.503929,-0.03129486,0.4611394,-0.03278715,0.8861693
2.200864,2.135752,2.071425,5.504039,-0.03083563,0.4525201,-0.03272413,0.89062
2.212365,2.136769,2.071329,5.504031,-0.03144374,0.4417884,-0.0325445,0.8959773
2.223364,2.137861,2.071393,5.504326,-0.03038227,0.4318964,-0.03167524,0.9008546
2.234102,2.139026,2.07146,5.504392,-0.03040454,0.4206075,-0.03142992,0.9061882
2.2455,2.139967,2.071354,5.504595,-0.0313058,0.4097213,-0.03095692,0.9111477
2.256548,2.14089,2.071345,5.505044,-0.03265373,0.3992824,-0.03032006,0.9157445
2.267582,2.141945,2.071259,5.505274,-0.0334556,0.3881802,-0.03001278,0.9204869
2.278726,2.142947,2.071351,5.505702,-0.03330137,0.3767964,-0.02971001,0.9252204
2.289593,2.143898,2.071332,5.506163,-0.03450303,0.3651676,-0.02985906,0.9298229
2.300982,2.144724,2.071185,5.506612,-0.03589646,0.3531125,-0.02947418,0.9344273
2.312022,2.145431,2.0711,5.506981,-0.03710197,0.3414789,-0.02966049,0.9386884
2.32304,2.146176,2.070996,5.507453,-0.03788081,0.3299596,-0.02945109,0.9427748
2.334148,2.146862,2.071089,5.507771,-0.03784749,0.3188383,-0.02928447,0.9466003
2.345616,2.147475,2.071069,5.508144,-0.03753016,0.3080139,-0.02902557,0.9501981
2.357422,2.147963,2.071065,5.508502,-0.03737551,0.296753,-0.0291614,0.9537769
2.367743,2.148492,2.071121,5.508842,-0.03692707,0.2868828,-0.02935831,0.9568034
2.379055,2.149324,2.071033,5.509313,-0.03546109,0.2751245,-0.03018452,0.9602801
2.389561,2.15022,2.070951,5.509669,-0.03510646,0.2642113,-0.03222363,0.9632869
2.400827,2.151068,2.070976,5.510231,-0.03403432,0.2541493,-0.0332648,0.9659934
2.412236,2.151896,2.070894,5.510586,-0.03266475,0.2452363,-0.03433967,0.9683042
2.422788,2.152918,2.071067,5.511047,-0.03070839,0.2365569,-0.03458365,0.9705163
2.434314,2.153937,2.071093,5.511477,-0.02975588,0.228242,-0.0342208,0.9725478
2.445542,2.155062,2.071007,5.511766,-0.02996307,0.2193167,-0.03465777,0.9745775
2.456589,2.156075,2.071057,5.51221,-0.02951305,0.2113908,-0.03557086,0.9763082
2.467739,2.156978,2.070992,5.512555,-0.02935249,0.2044401,-0.03646762,0.9777591
2.478472,2.158047,2.070953,5.512836,-0.02968621,0.1967648,-0.03593532,0.9793422
2.489581,2.159135,2.070853,5.512911,-0.03000982,0.1889939,-0.03527317,0.9808856
2.501024,2.159984,2.07092,5.513254,-0.03012494,0.1810655,-0.03601627,0.9823495
2.512053,2.160933,2.070886,5.5135,-0.02991171,0.1732554,-0.03610547,0.9837603
2.522896,2.161776,2.070806,5.513625,-0.02969572,0.1649392,-0.03636567,0.9851857
2.534105,2.162677,2.070762,5.513958,-0.02930062,0.1568637,-0.03651096,0.9865101
2.545187,2.163557,2.070659,5.514078,-0.02904062,0.1490428,-0.03666937,0.9877238
2.556243,2.164436,2.070726,5.514414,-0.02878518,0.1410182,-0.03686336,0.9889016
2.56785,2.165262,2.070714,5.514574,-0.02861108,0.1330056,-0.03658525,0.9900265
2.57915,2.166059,2.070621,5.514802,-0.02838322,0.1248508,-0.03621089,0.9911082
2.589874,2.166986,2.070492,5.514952,-0.02849285,0.1165943,-0.03582425,0.9921243
2.600963,2.16785,2.070264,5.515031,-0.02879084,0.1081499,-0.03555969,0.9930812
2.611768,2.168639,2.070256,5.515217,-0.02908616,0.09946164,-0.03576634,0.9939729
2.623063,2.169494,2.069984,5.515228,-0.02937223,0.09044959,-0.03520522,0.9948451
2.633968,2.170182,2.069937,5.515351,-0.02989607,0.08150763,-0.03510741,0.9956055
2.645046,2.170926,2.069667,5.515311,-0.03095945,0.07222849,-0.03399119,0.9963279
2.65618,2.171427,2.069674,5.515278,-0.03166845,0.0634474,-0.03384529,0.9969083
2.667524,2.171643,2.069604,5.515289,-0.03301042,0.0550567,-0.03333377,0.9973806
2.678803,2.172174,2.069429,5.515224,-0.03391369,0.0477254,-0.03195462,0.9977731
2.689688,2.172192,2.069347,5.515028,-0.0358102,0.04136677,-0.03186072,0.9979936
2.700602,2.171959,2.069687,5.514889,-0.03626051,0.03559296,-0.03162571,0.9982074
2.711722,2.171786,2.069449,5.514751,-0.03665007,0.03158455,-0.03155655,0.9983303
2.72273,2.171333,2.069417,5.514399,-0.03529866,0.02900513,-0.03155781,0.9984573
2.733876,2.170808,2.069313,5.514094,-0.03416992,0.02770252,-0.0320516,0.9985178
2.745111,2.170227,2.069091,5.513923,-0.03352857,0.02716563,-0.03240032,0.998543
2.756768,2.169496,2.069117,5.513785,-0.03310923,0.02769951,-0.03221747,0.9985483
2.767418,2.169213,2.0688,5.513878,-0.03344253,0.02849716,-0.03216172,0.9985165
2.778682,2.168782,2.068954,5.513805,-0.0339452,0.03053947,-0.03105178,0.9984743
2.789592,2.168633,2.068787,5.514066,-0.03478865,0.03364311,-0.0297598,0.9983848
2.800933,2.168639,2.068819,5.51412,-0.03548614,0.03631171,-0.02931636,0.9982799
2.811577,2.168606,2.068646,5.514305,-0.03480774,0.03909077,-0.0296141,0.99819
2.822829,2.168742,2.068533,5.514264,-0.0335172,0.04145054,-0.02947852,0.998143
2.83412,2.168886,2.068485,5.514262,-0.03295687,0.04222191,-0.03012887,0.9981099
2.844779,2.169247,2.068454,5.514473,-0.03348226,0.04182221,-0.03099071,0.9980829
2.856299,2.169196,2.06848,5.514787,-0.03383391,0.04103953,-0.0315659,0.9980855
2.867242,2.169319,2.068429,5.514951,-0.03344262,0.03970525,-0.03163774,0.9981504
2.878486,2.169493,2.068394,5.51486,-0.03296809,0.03720571,-0.03101854,0.9982819
2.889514,2.169729,2.068077,5.514933,-0.03442409,0.03447623,-0.02936479,0.9983808
2.900759,2.170257,2.068213,5.514955,-0.03476961,0.03087519,-0.02911921,0.9984939
2.912158,2.17054,2.068282,5.51531,-0.03429502,0.02878075,-0.0291618,0.9985716
2.922577,2.171161,2.068289,5.515634,-0.0334584,0.02590021,-0.02950666,0.9986687
2.933856,2.171568,2.068155,5.515981,-0.03297501,0.02391441,-0.03076406,0.9986963
2.945047,2.171345,2.068183,5.516642,-0.03133247,0.02613969,-0.03199136,0.9986549
2.95655,2.171437,2.06794,5.517283,-0.02993381,0.02568797,-0.03400412,0.998643
2.967297,2.17136,2.067867,5.517916,-0.02819599,0.02518245,-0.03514107,0.9986671
2.978566,2.170804,2.068016,5.517984,-0.02701619,0.02738643,-0.03464214,0.9986591
2.989705,2.170445,2.068005,5.517735,-0.02820846,0.02974374,-0.03254285,0.9986294
3.000333,2.169855,2.068209,5.517828,-0.02855241,0.03078275,-0.0317929,0.9986123
3.011865,2.16926,2.068123,5.517635,-0.02743736,0.03329809,-0.03011479,0.9986148
3.022915,2.168868,2.067912,5.517301,-0.0275599,0.03362504,-0.02890172,0.9986364
3.033785,2.168568,2.067872,5.517098,-0.02918159,0.03414681,-0.02921584,0.9985634
3.045141,2.168302,2.06762,5.517097,-0.02985901,0.03489645,-0.02865658,0.9985337
3.056199,2.168059,2.067781,5.516868,-0.03057455,0.03640353,-0.02910484,0.9984453
3.067254,2.168007,2.067798,5.516516,-0.03086867,0.03797398,-0.02975554,0.9983585
3.079201,2.168061,2.067635,5.516337,-0.02984318,0.04162423,-0.02973625,0.9982448
3.089164,2.168218,2.067682,5.515864,-0.02869376,0.04648211,-0.03000962,0.9980559
3.100658,2.168271,2.067549,5.515387,-0.03251331,0.05094314,-0.03198371,0.9976597
3.111825,2.168258,2.067549,5.514936,-0.03457757,0.05460392,-0.03280525,0.9973699
3.123005,2.168077,2.067473,5.51473,-0.03529546,0.05952894,-0.03122494,0.9971136
3.134009,2.167639,2.067672,5.514679,-0.03451364,0.0632941,-0.03084988,0.9969208
3.145091,2.167232,2.067724,5.514501,-0.0343216,0.06803239,-0.02956057,0.9966543
3.156036,2.166818,2.067438,5.51425,-0.03414822,0.07623345,-0.02895803,0.9960843
3.167134,2.166363,2.067362,5.513763,-0.03274217,0.08444201,-0.02897561,0.9954687
3.178369,2.165864,2.067318,5.513214,-0.03161448,0.09467993,-0.02921736,0.9945766
3.189355,2.165267,2.067344,5.512383,-0.03106906,0.1060878,-0.02910683,0.993445
3.200542,2.164877,2.067309,5.511315,-0.02995607,0.1186362,-0.02911129,0.9920588
3.211443,2.164411,2.067111,5.510305,-0.0299374,0.131253,-0.02917487,0.9904672
3.222461,2.163699,2.067078,5.509113,-0.02907617,0.1456337,-0.02932762,0.9884763
3.234054,2.163082,2.066988,5.508062,-0.02829855,0.1596171,-0.02990906,0.98632
3.244766,2.162512,2.066923,5.506989,-0.02882792,0.1725195,-0.03071197,0.9841051
3.25607,2.161798,2.067003,5.505898,-0.03066462,0.1843351,-0.03159771,0.9818767
3.267174,2.161027,2.066917,5.50504,-0.03146899,0.1958706,-0.03180517,0.9796085
3.278156,2.160023,2.066931,5.504212,-0.0306734,0.2073452,-0.03131333,0.9772854
3.28946,2.159025,2.066869,5.503328,-0.03003694,0.2187547,-0.02993399,0.974858
3.300507,2.157797,2.066939,5.50258,-0.03022869,0.2305421,-0.02973167,0.9721382
3.311468,2.156769,2.066898,5.50148,-0.0310309,0.2411986,-0.03009127,0.9695127
3.322634,2.155475,2.067016,5.500616,-0.03095778,0.2523696,-0.02996357,0.9666713
3.334381,2.154223,2.067087,5.499816,-0.03056643,0.2652828,-0.02947641,0.9632351
3.344885,2.152887,2.067151,5.498908,-0.03018222,0.2781318,-0.0285137,0.9596452
3.356336,2.151595,2.06716,5.498191,-0.0313378,0.2910613,-0.02824445,0.9557738
3.366963,2.15022,2.06718,5.497118,-0.03223905,0.3034302,-0.02835052,0.9518861
3.378062,2.148902,2.067046,5.496007,-0.03320644,0.315197,-0.02810601,0.9480286
3.389086,2.147501,2.067113,5.494892,-0.03451078,0.3264788,-0.0284005,0.9441473
3.400475,2.146095,2.067104,5.49409,-0.03599559,0.3376221,-0.02771982,0.9401847
3.411459,2.14481,2.067179,5.493229,-0.03670109,0.3476508,-0.02760419,0.9364988
3.422612,2.14353,2.067078,5.492397,-0.03693853,0.3569621,-0.02639691,0.9330149
3.43398,2.142422,2.067037,5.491826,-0.03709455,0.3656626,-0.02521606,0.9296661
3.444821,2.141426,2.06708,5.491146,-0.03745209,0.3736758,-0.0242264,0.9264863
3.455711,2.140653,2.067106,5.490646,-0.03731589,0.3811452,-0.02322376,0.9234698
3.467122,2.139928,2.067236,5.490418,-0.03664469,0.388313,-0.02286412,0.9205148
3.478034,2.139299,2.06702,5.490131,-0.03626317,0.3952793,-0.02371236,0.9175386
3.489264,2.138819,2.066948,5.489935,-0.03521056,0.4017576,-0.02487611,0.9147307
3.500448,2.138357,2.067063,5.489697,-0.03410392,0.4086792,-0.02575891,0.9116769
3.511448,2.137869,2.067178,5.489603,-0.03347673,0.4158725,-0.02609265,0.9084319
3.522429,2.137357,2.067227,5.489344,-0.03303841,0.4223652,-0.02618255,0.905445
3.533937,2.136739,2.067168,5.489067,-0.03287131,0.4278283,-0.02630016,0.9028792
3.545204,2.136223,2.067198,5.488822,-0.03302909,0.4324101,-0.02648387,0.9006826
3.555984,2.135566,2.067214,5.488556,-0.03320652,0.436506,-0.02613187,0.8987085
3.566857,2.13556,2.066977,5.488325,-0.033512,0.4399278,-0.02552581,0.8970445
3.578141,2.135066,2.066822,5.488141,-0.03368587,0.443635,-0.02492035,0.8952275
3.589037,2.134784,2.066669,5.4882,-0.03383472,0.4466262,-0.02496872,0.893732
3.600188,2.134379,2.06654,5.48828,-0.03352969,0.4500417,-0.02448385,0.892042
3.611322,2.134035,2.066451,5.488358,-0.03321178,0.4530555,-0.02397306,0.8905408
3.622553,2.133637,2.066674,5.488995,-0.03368259,0.455746,-0.02343518,0.8891636
3.633547,2.132926,2.066636,5.489686,-0.03334579,0.4566063,-0.02244301,0.8887604
3.64474,2.13217,2.066598,5.49001,-0.03203518,0.4561794,-0.02033182,0.8890786
3.65628,2.131639,2.06659,5.490285,-0.03145444,0.4574859,-0.01739352,0.8884902
3.667149,2.130806,2.06636,5.490947,-0.03158834,0.4592154,-0.01570934,0.8876241
3.678186,2.130199,2.066225,5.492348,-0.0302485,0.4546669,-0.01318606,0.8900501
3.689002,2.129507,2.066182,5.493491,-0.02972925,0.4514034,-0.009997042,0.8917686
3.700422,2.129002,2.066274,5.495036,-0.02806243,0.447325,-0.005555681,0.8939139
